,alert_key,cust_id,risk_rank,occupation_code,total_asset,AGE,probability
927,358568,b212d14cb35676926682b2cf849e295d948888f556c07e854c4cdad9f32f5084,1,2.0,98177.0,2,0.589508741
928,358569,346f60e25a4190c15bf3c313511cffa3a9ffb75d7c7ea02158471b27e2945577,1,19.0,1972773.0,6,0.083351629
929,358588,9b45aeac29df071d12003b462f5a3afdf5e506f5d75771de5fa610172b88f2ce,1,12.0,2946.0,5,0.391763516
930,358592,6f6285819760b09d65c43472a5ea4ed73f6e3152acb7bec335670e7940c3ebdd,2,15.0,790475.0,4,0.799735353
931,358593,5eaaa62908a918b0b73be9203526336f544c535a695e914a2bbcdeb08d86024f,1,4.0,434788.0,5,0.13645435
932,358600,9120d6c3fcb5a51a7be24ae1a52361cc5d2ce661a4734f8be3f00127204dc41a,1,12.0,153088.0,3,0.765260833
933,358601,65c3ba8b8e412d0006881b3208a4dddee7c2b17f24cb6f2990530eb3d5a21407,1,9.0,495.0,3,0.461617972
934,358602,ec43eb40b1f32b9e70c3d9e57a83283175a3a45e0e600114fa625f1c5ed0ff32,1,19.0,439872.0,5,0.811821893
935,358604,be7d3c28b1cfcb04e646520dfebdedf1beaf32b89d7d649b1a19784143bedff4,1,4.0,227418.0,2,0.360400015
936,358605,51631e9c567dd5adec110d00484a89b8e986138b38b0cb803823640f49fc3d2f,1,17.0,80308.0,2,0.287937332
937,358610,c90197eb61812d8b41228fa0d602f9d5062b10f4c18feca4e32d28dd6e16d4b5,1,15.0,246664.0,3,0.994795514
938,358616,1cebbedc8b442ec38a5bc9bd399f32c8372e2be678a2ff6b739720b94c5e6393,1,9.0,84666.0,3,0.194457073
939,358620,7cb4198f30e598dc3f479fe06b6b278a85861b1fe979dd6f2546cf34168841bb,1,19.0,11296.0,2,0.729406013
940,358621,47a8c256c1df3f3560a69d3b91225cb78a52faf554854f63c79759d5f5cb27bb,1,19.0,244739.0,5,0.428952047
941,358622,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1,12.0,296610.0,3,0.553312939
942,358624,ff483c74ef2977bfcf04be0a79363af72d1812aac9ce1fcdf671b4433218f6ad,2,17.0,41066.0,3,0.857699333
943,358625,b5c5c235e898032b0dd184993f250ea6bd743c521dc2a5469038b8060b83a2ab,1,5.0,715.0,3,0.986433799
944,358626,33ff49ea8a07c6d1b7cc203dcc3638ebde62dfb960a1697c8e5a55dffefc1cb6,1,9.0,367478.0,3,0.491058386
945,358693,2b14a0aa6f05bac595bd96df6f7e500dcba795f127dd20ba2b902d6c10ecdd07,1,16.0,10792285.0,7,0.785467462
946,358708,c7b1c5b6801502ff6f296edbf40005f2c74a734b717af66498f6b817d762a530,1,19.0,612138.0,6,0.271071156
947,358709,508a2658af5298298d08a054502cdbb137659670549670aaf0b597af7a3085f3,1,19.0,20414.0,5,0.826895328
948,358717,83c4e42b2f402e7f4b6a2e01ba561b862931c50705b9f96f19ae191de1296521,1,12.0,2040432.0,5,0.526126089
949,358721,d67777020ab3924a43cc55b8ed844d91db4b69dc4c472b3578e0053cc37d9a95,1,11.0,199122.0,3,0.201063694
950,358723,7c37f3bf824a79d44aec8a7576691dc98c58e8bbc453b5c3e4a2c809b8e1b46a,1,12.0,331966.0,2,0.012725063
951,358725,304d1c4943cb83843d54cf044f1a919545e89f6e6bf8acd060903292e5c988db,1,14.0,577644.0,4,0.622228434
952,358726,d7d0399f29d741a20316b00e646819c93e4b4b0a1e781d561db389213cef682f,3,19.0,55870.0,3,0.438787943
953,358731,b58d10efb682d93ccca71036d033b92cd6d9d95d3077b3608004d39f529b2e37,1,17.0,0.0,2,0.535722123
954,358733,6a3befff377f696719111ff3e65051d56cb1e5912f43272f3b41adf2659c156f,1,5.0,9356.0,2,0.364163402
955,358734,c957430573add3bfb0d23ad401aafc30f6b1f195ceae5fd8a8e793cda373b641,1,19.0,18400.0,3,0.883681277
956,358736,447ce7ab639f210af3e3abcb2bf04bf11f43d9594da1c5feb410fb77b5e438dc,1,19.0,5260602.0,4,0.838850151
957,358740,f5f3b14c8676b2766e27c35533ee866a229341ce7fdd3017a5886d1a621885b3,2,17.0,3495.0,3,0.494728369
958,358742,49f3128a76c44b29d9de1e3e41185cb2f091c3762501e080795c2bb2f8c49622,3,19.0,1758714.0,2,0.887270231
959,358769,81a4519b749d00c1c16a5a29c5c1613010e008d56aa045a0037fb37614991d1d,1,12.0,9083440.0,4,0.633164522
960,358808,1349d6faa2a4b09f29ebc7754def1d48efac15523db06765dacef4ca5a55a593,3,16.0,226856.0,7,0.0585576
961,358819,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3,15.0,226357.0,5,0.337366483
962,358828,1f68c6ef1abcf947d43c2be6c0aaa299d4d3a110be8c7bcb44909b1e1808d16a,1,11.0,382711.0,4,0.446939398
963,358833,d8456479ea99e6209d21ee5e4fa352e0f9b63f5dd30aacf1ed73de2792decd63,1,13.0,32817.0,2,0.866565623
964,358834,8971cde61828f36ce33df5d3b0c1b8c252afde05b07ec5f9e4a23bde81164611,1,18.0,5576.0,3,0.147163585
965,358835,c7623a65c98c6f08aeebc88fcafe1ebc7c47e36e3fe4e1c54cbf685ff89a69c3,1,19.0,59701.0,3,0.367737984
966,358836,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3,19.0,1415448.0,3,0.843167211
967,358837,b434f69a71b6e4ccb7e43f2a16f33d6229f8a1fa31c8793a638c76b4972af53a,1,17.0,168008.0,3,0.481836257
968,358841,32022c0d82e0ad8452865ee5e67299a9a31d056352f1d56a237f3a9ea83808a9,1,13.0,0.0,4,0.3302023
969,358842,d965728f86144f30286f2eb7bcfe51d5cb2bc9c228accbdbc858136d710676a3,1,17.0,993823.0,4,0.942236264
970,358844,ce7e18a59a0385cdd8698c593e6d8b26274c05eb65943b1d6fd2c3e4be24ed59,1,15.0,405915.0,3,0.937586135
971,358846,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1,3.0,96316.0,3,0.628910043
972,358847,568da0b4dc6e2adbd301b2dcaa8d2c7227d3055f05f770e2f9dbf498f0bfb68c,2,5.0,4138828.0,2,0.56030236
973,358849,d0dce9a362ed6d53d943a9e651cc56d72b0c018d4a1a57e34e58ddeefa292ca4,1,14.0,14050.0,2,0.269638217
974,358850,d24d46c19002ab1f9a02801af5e4be6a154b3c5adc04172e372c16ca446d736b,1,17.0,162418.0,2,0.131205443
975,358911,7224e3a067b5e90c9b2a5bdbcfe81884505ab44f0566aecd3940244d1b99d817,3,19.0,83133.0,3,0.353705594
976,358946,405115a569295213328a887110c5c5b705069402361a3057ba68f7159c097861,3,19.0,187325.0,6,0.146233717
977,358956,8ad6c338a1078ea5139423c7243914c0201f4afa21def82600d46594bff8e852,1,18.0,171726.0,6,0.784758481
978,358960,54c04f1809054b1558b09dea4679810db1224205e3efb0fa11bf38b6381a9c9f,3,16.0,110515.0,5,0.364879532
979,358968,b0f66b5cbf8b56ab4fbdcec0814bbd446cd22be7279cea7621f690a2a39fb68d,1,19.0,190373.0,6,0.340415062
980,358970,65a149de7733a63f9dd4120bf937212102f11159377260fddc29ff2600426c98,3,17.0,79617.0,4,0.215678763
981,358974,40fa92acb89d1ebb319f0f200d31a5fcbdfcbd8ad432d732a880545a69f2c5e8,3,17.0,2112.0,2,0.615506421
982,358975,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3,17.0,461707.0,3,0.505137246
983,358977,08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,3,12.0,357.0,3,0.253867985
984,358980,515aa3c855e28116e4f2e2715347fa6dc90b256ec5e93a278ce54e1c4271ff4c,1,13.0,5661.0,3,0.671676398
985,358981,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1,2.0,444392.0,3,0.97305431
986,358983,506bfb811f79881a798baad27647a3c97637ffa6b56ac015230b0dcd889c9e01,1,4.0,3053869.0,4,0.642298596
987,358984,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1,17.0,114439.0,2,0.888539235
988,358987,8219a35b62898b6da983fb2a15c8b714614c6bbb69efd644c52231f8bad1ed01,3,13.0,559.0,2,0.682517524
989,358988,3242c53bfe5a11c8e46fbb88181c6e1cb09ed0bad5cd557092dc7db5ea4dae1b,1,11.0,39976.0,2,0.788604143
990,358989,06c5ea5ccda4dfd8839c0dec8646fb3071d2c02883ef8a9f715aaa74f38d2419,1,17.0,259985.0,4,0.365135332
991,358993,2bdb09c1b1d0278325c7b9fd2991b36fd1cf43e7d15a5efb1835d31df93b80b2,1,4.0,16875.0,4,0.151894448
992,358996,41be0ae5946ddf6764d67a19cf70aa03f561e7ad4358a52a605c64e21cb1b38c,1,5.0,92766.0,2,0.641341342
993,359084,202b49a84bc82516cc2ef783b3fd0e29e8215286fb31fff574f7cac22690c824,1,17.0,113219.0,3,0.300323499
994,359110,d253f77ce816406296362e15aa64888080acc551e9c596098d9c78ffe52956a9,3,19.0,1889815.0,4,0.521497638
995,359113,e29643f9e971db8c2a2af05bf831b465b2d2dddf2f035d34ce863bf36083b3eb,1,17.0,0.0,4,0.75153483
996,359116,25afe78936124d84ec09783a1afdff49da24ab171f1b5d248380225b6fab1412,1,9.0,7529569.0,6,0.68244073
997,359121,324234317fa90e6b15c70ea0d28720128668c39ab50566c516162506925843a4,1,9.0,691401.0,2,0.601822219
998,359126,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3,19.0,1415448.0,3,0.520724573
999,359130,35c90f92afe1ab0b2619d590631cbe54122520fadf14f89bba4137f8ea1f7a1b,1,16.0,82790.0,4,0.857694264
1000,359131,b8cfc88cb10db943a81ed8219fde7dfcdfad98c20deab517f3cf02d1178a75ac,1,17.0,450527.0,2,0.144356324
1001,359132,967c795ca2140df7a26eaac0bec30c0910e5717ea2eeb630a723713176c9eaff,1,17.0,48120.0,2,0.861132277
1002,359134,d965728f86144f30286f2eb7bcfe51d5cb2bc9c228accbdbc858136d710676a3,1,17.0,993823.0,4,0.238487642
1003,359135,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1,18.0,718481.0,3,0.875899661
1004,359141,d0dce9a362ed6d53d943a9e651cc56d72b0c018d4a1a57e34e58ddeefa292ca4,1,14.0,14050.0,2,0.342040857
1005,359142,d24d46c19002ab1f9a02801af5e4be6a154b3c5adc04172e372c16ca446d736b,1,17.0,162418.0,2,0.360910682
1006,359143,bfdb5c0d7da77d3c0d065559d0af7aada44bf33a176681fc19a12fbaa3507f0b,1,12.0,41872.0,2,0.68612063
1007,359201,7224e3a067b5e90c9b2a5bdbcfe81884505ab44f0566aecd3940244d1b99d817,3,19.0,83133.0,3,0.33436187
1008,359220,82595ac69158ae08d34156784bdec0d9e2ca5b242b6d2a8542c040b98feb8bd1,1,19.0,1465816.0,7,0.602793333
1009,359222,b212d14cb35676926682b2cf849e295d948888f556c07e854c4cdad9f32f5084,1,2.0,98177.0,2,0.787965733
1010,359223,346f60e25a4190c15bf3c313511cffa3a9ffb75d7c7ea02158471b27e2945577,1,19.0,1972773.0,6,0.767779872
1011,359227,02e2cb9bb3a904b4e44b7e40f54d536ca5941db440ba0065bfc8e8a4ee9def30,1,19.0,69206.0,6,0.713334831
1012,359244,ac95ff716804b90210f2540ec5cbda6834b11022a3dabc5d4b153cb6e667e744,1,4.0,87200.0,4,0.254784597
1013,359247,cdd50c23d3f96be5c5e9c4c62139638f2ff5039a2ee689e8a9e5654cad506cb4,1,17.0,32051.0,5,0.303425545
1014,359253,870252ba9d2d6cb4433ce4718b80b2e69cf73adcc7e92657e8383e2f281cc13c,3,12.0,876408.0,3,0.969140719
1015,359255,be7d3c28b1cfcb04e646520dfebdedf1beaf32b89d7d649b1a19784143bedff4,1,4.0,227418.0,2,0.205898824
1016,359260,4b47598def63e8c71fe0012e487edd3d88e6c02ab5b76703cdd89ce91786e0cc,1,9.0,312.0,3,0.374142556
1017,359263,308652839f3127d4323f5983349c61c150c75416a3fe14dbb3cb71dec8ef615b,1,18.0,4730.0,3,0.617904496
1018,359268,c273c9efd2949d077d057fdf5e04fd9c46d62146a855f9ff104546dffdbf20ef,2,9.0,2194.0,2,0.298198198
1019,359269,7cb4198f30e598dc3f479fe06b6b278a85861b1fe979dd6f2546cf34168841bb,1,19.0,11296.0,2,0.407380429
1020,359270,de86b8682ff4c4b144be64b61f5e117d88317128b3ce6789605dcac7d9856398,1,9.0,124134.0,3,0.879919806
1021,359272,8cc21d9d4e328562fb96d10b2d698714c95a48662b379d8aad7ba5290d71a5a0,1,12.0,296610.0,3,0.778696972
1022,359339,95a6c0fd787a7f03473b58897e0d696d4ba27c61003f9277493d438798c7191a,3,12.0,287141.0,3,0.490000406
1023,359340,cfa91937b0143456a364f03562535dfcaedb84a3dec8bcd62c593d1ad358b6e8,1,19.0,808100.0,7,0.05569156
1024,359361,0b9e8ffba6e141079ea6dd6ab07fc3fca7167384b320ba93cc1335f8250bf855,1,19.0,4969989.0,4,0.843931875
1025,359362,c7b1c5b6801502ff6f296edbf40005f2c74a734b717af66498f6b817d762a530,1,19.0,612138.0,6,0.187602506
1026,359365,81ecc7ab1a28a706816d641333a50f496f820a9011b136e9736e2c2f2a7781fc,1,18.0,13143.0,6,0.489259647
1027,359369,a812b1de75524dd4ebdc3d737849559ffb406004c1099602270b552804c48bd4,1,17.0,70610.0,3,0.649212787
1028,359370,65f7f99adb8fa77306cc4217b5d9352f0236d184c65545649b85235c51e9b5ca,1,19.0,128880.0,4,0.923179753
1029,359371,c1a54a0dabb596187506300353af65eec0722e069e1b7325262cb1396f04efdf,1,19.0,647672.0,3,0.102672737
1030,359373,22dab642c340b3941447c9d38f93631b70af47219baf01b7cb110f6e5ff72141,2,9.0,370684.0,4,0.694829155
1031,359376,ca010e402907caab7f043733db0de6c8c29c58d73a0848680771c5ce12b26fb4,1,2.0,329450.0,4,0.665283444
1032,359377,a0a33aadc2db812079e38980653e7d6606fdb38ff240fede5af640721e5609eb,1,12.0,119727.0,3,0.133113957
1033,359382,7c37f3bf824a79d44aec8a7576691dc98c58e8bbc453b5c3e4a2c809b8e1b46a,1,12.0,331966.0,2,0.586043615
1034,359384,6eec07bdec54c8c1df7eb374bc7011a01a6cf0e8a4e51369716f4d28b2d3c8cd,1,18.0,549.0,3,0.667208582
1035,359385,304d1c4943cb83843d54cf044f1a919545e89f6e6bf8acd060903292e5c988db,1,14.0,577644.0,4,0.801623546
1036,359389,03d4cbfcb065501bebb2b75ea4df2b779df0192a183af30d3b7c00c7b0020a82,2,7.0,349582.0,3,0.944848645
1037,359390,c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,1,18.0,341725.0,3,0.409953248
1038,359391,eb128554ce8d223883c90f1aa41355051fe62bc2c15e54bd019891c21ef1b782,3,13.0,309683.0,2,0.989204179
1039,359393,c957430573add3bfb0d23ad401aafc30f6b1f195ceae5fd8a8e793cda373b641,1,19.0,18400.0,3,0.526430173
1040,359398,49f3128a76c44b29d9de1e3e41185cb2f091c3762501e080795c2bb2f8c49622,3,19.0,1758714.0,2,0.477535026
1041,359400,f34d5f46a0d6a861b9a6cbf40e66d27c52ed69318affc3dd331b798478f742c5,3,9.0,0.0,2,0.960757246
1042,359467,8ad6c338a1078ea5139423c7243914c0201f4afa21def82600d46594bff8e852,1,18.0,171726.0,6,0.420278982
1043,359468,332fe46096cc1f7bee84dc063f17d58ccf51be2dbeca7ec7d22578b20a1616f6,2,9.0,1352404.0,6,0.485782069
1044,359469,5a54939c7a1313bf7ed2cefee28fbc18e3a906aaa6bf9ac49b5f0aea8cad19c0,1,12.0,1562632.0,5,0.293651716
1045,359477,1a6f12af41d4127dcdbce007eb4c2b5689fd3e3dcba7c0627dfdeeb049804be3,1,19.0,640496.0,3,0.242499942
1046,359481,85560737ffda7254ba16b71e4c5b519b85a51942ab02c69ca358f1d4d8f83acc,3,17.0,461707.0,3,0.625837595
1047,359483,08d2b4ae3c03515cac79354b8f30e3287a8d427f8af2d6ece78074fa45c148d0,3,12.0,357.0,3,0.035490186
1048,359487,b6f594909afde36b182e825a982b1c3095c2ea2e3d3c3f2e5d44a514a0c3df91,1,9.0,2905.0,4,0.432934079
1049,359488,515aa3c855e28116e4f2e2715347fa6dc90b256ec5e93a278ce54e1c4271ff4c,1,13.0,5661.0,3,0.963310845
1050,359491,c6def618ad861703c025be4f41bdf7569310228ae93aeffc73088c520c79558d,1,2.0,444392.0,3,0.566820066
1051,359494,506bfb811f79881a798baad27647a3c97637ffa6b56ac015230b0dcd889c9e01,1,4.0,3053869.0,4,0.920695603
1052,359495,823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,1,17.0,114439.0,2,0.917254615
1053,359498,b600c0720096c241f5aec16b096c6a353492eee8a5855aa7f79d81390811d914,1,17.0,12207.0,2,0.201441189
1054,359499,3242c53bfe5a11c8e46fbb88181c6e1cb09ed0bad5cd557092dc7db5ea4dae1b,1,11.0,39976.0,2,0.164618392
1055,359500,06c5ea5ccda4dfd8839c0dec8646fb3071d2c02883ef8a9f715aaa74f38d2419,1,17.0,259985.0,4,0.168927317
1056,359506,7ad4d7a12b8def507b988e64df45a366ff6bd82d5212634a5324c52a770ad4ff,1,12.0,170712.0,4,0.313908774
1057,359507,41be0ae5946ddf6764d67a19cf70aa03f561e7ad4358a52a605c64e21cb1b38c,1,5.0,92766.0,2,0.889167506
1058,359536,4d92d700a8542110a7763e33677e6364e0031c60e4a5a75f8205b275ec636149,1,19.0,39010.0,4,0.569734755
1059,359603,82595ac69158ae08d34156784bdec0d9e2ca5b242b6d2a8542c040b98feb8bd1,1,19.0,1465816.0,7,0.840156849
1060,359605,d92fa484ac1e7e7ca46410107fed4975aee2fe96613bc4cb24637f29546bfd43,1,4.0,123077.0,2,0.01634408
1061,359607,6892e5959907cc8209491076034f1e021a618123ecd3935bf7122ff5804f9214,1,19.0,156897.0,2,0.243708254
1062,359608,fe79c9b8fdc891836b2d15cc8bb4a05346376572572214a05f3378ee16959d3a,1,9.0,102.0,2,0.986663911
1063,359610,d94a32cd6746a73e9d2401264b58a067205754179d82faa9bba1a408be9588b5,3,18.0,194492.0,7,0.24442047
1064,359625,8007d0769e00d34c3e54cc55c992b1b26ff0913bca717b5004a7ea93d345ffb5,1,19.0,205660.0,5,0.866493883
1065,359626,74214c478dc6519fbefe4bc31693865bdcd698ab974b6435bb8fa842a3ed4fd8,3,15.0,201906.0,5,0.941681269
1066,359633,5dbfbc6b57567e2c945b0cb92c4e14be4211415f8e1d64527298a960c3fbe318,1,19.0,850.0,4,0.519594879
1067,359636,fe0b3b09a3b8c5435d55a286ecd4fb416e96d3231abdf27c975bf8606a0b559c,3,12.0,2422.0,4,0.528910005
1068,359638,9df84862272aa8b1d36b2c9574aedf16b03c1737e136b923095c373bcce2328d,3,17.0,173255.0,4,0.461794756
1069,359639,8e948677515036b40199bf7a4f8d9efa3a6bed3da4f28241f7f2651d52085d6f,1,4.0,627.0,4,0.119602306
1070,359642,870252ba9d2d6cb4433ce4718b80b2e69cf73adcc7e92657e8383e2f281cc13c,3,12.0,876408.0,3,0.151091804
1071,359647,9ca3bcf2c1a7a6bb56c8af0ac5aa1ad84e8d7ede472b65780b02543e42121f40,1,9.0,902254.0,4,0.030414729
1072,359648,be7d3c28b1cfcb04e646520dfebdedf1beaf32b89d7d649b1a19784143bedff4,1,4.0,227418.0,2,0.048485885
1073,359650,f32fc245086dbdea7f8eacd4130c4e01ffbd294208ef3b4bcc2178cea9180593,1,4.0,2425916.0,5,0.740975448
1074,359652,2886a332d3530dcbfebeb0292251d04c1e0c20e767051dbfafd1e09fd7b864f4,1,9.0,5845.0,4,0.162609635
1075,359653,7dc5256ef411c745dc3064da2f231c104ca270f564d3d0d057943f0cdd62ab70,1,9.0,332834.0,2,0.240750454
1076,359654,6fee9aadb7a56cffe45f461539a3a837f7c9aa281c1d14eb27ace6ec15e5604e,1,15.0,536609.0,4,0.232524128
1077,359656,c90197eb61812d8b41228fa0d602f9d5062b10f4c18feca4e32d28dd6e16d4b5,1,15.0,246664.0,3,0.15128168
1078,359657,b772b1b90d9570a5ea4b48994bd1c1cdb0aebc64d3edcf414595029b537a44c5,1,9.0,175.0,3,0.598698669
1079,359658,3ae3837645e625ccd7caabf708626661ba22179c8e861ce93911f84a3d796e20,1,12.0,2834.0,3,0.336462216
1080,359668,b85d0a2e03dd24bee012fee7df3e88476b6ed3aadfde1a73618551723813d18a,1,17.0,20632.0,2,0.294140507
1081,359673,7629f010080267f680a4ca9c6cac71c4d4d86933dcc7ed2f3625fde2c161e9de,1,18.0,506366.0,3,0.921822745
1082,359674,863ec3df49a091454fa48aa183f675e76b1bd2c5b07699297ba163a7574e7622,1,15.0,5016106.0,3,0.279524103
1083,359675,33ff49ea8a07c6d1b7cc203dcc3638ebde62dfb960a1697c8e5a55dffefc1cb6,1,9.0,367478.0,3,0.616902264
1084,359680,0af64c22fc0dbfda0f374d185a7a6a9b3858ee46c8e2dd7f7ea0c0091b27de92,1,18.0,0.0,2,0.601593468
1085,359681,36f3436be0c1ec9b70703028c602781eb7e27060f85a5ce18849c7ae03878fe3,3,5.0,0.0,2,0.829441647
1086,359731,2628754486103e393b284f8ccd898c18ba1e9ffd312e9742d4972c63868721c6,1,18.0,948.0,2,0.575571347
1087,359732,cfa91937b0143456a364f03562535dfcaedb84a3dec8bcd62c593d1ad358b6e8,1,19.0,808100.0,7,0.110624917
1088,359737,4adecc7c1afceb6dec7db87f7b07d81892b1938484b0b8dfbb53e2f06d1c8193,1,19.0,2766004.0,6,0.448003823
1089,359759,bc2d8f0134895f6deaee4eb189e06d8a81a5c25443559f2528254e87100b57ea,1,9.0,529947.0,4,0.56046043
1090,359762,a1b1bba7f1f3d8f251f43b0ba9991a8ffdc3ec3036bb56a8301ba0748120b14c,1,19.0,378823.0,6,0.487704004
1091,359767,8a568d5d3a06a82d71b690a62bde4dfd440bdbc1ad462020d4173a85843d307b,1,3.0,2479385.0,4,0.589334329
1092,359768,04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,3,14.0,1441976.0,4,0.205400358
1093,359771,a0a33aadc2db812079e38980653e7d6606fdb38ff240fede5af640721e5609eb,1,12.0,119727.0,3,0.589615943
1094,359774,a3aac9909fe00ed8c8fcd67573d93baa6e1c8cbf2cbc7f55e648bf0037e2d5a6,1,12.0,0.0,2,0.566296491
1095,359775,e50deb3f2f87bf45e04940303f80c96929c836b0b03f54f9681272186d9e466e,1,12.0,309830.0,4,0.047004939
1096,359777,22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,3,12.0,918230.0,2,0.51442911
1097,359781,28f91ef379a328bfcb452b444e18de45158ad3ab11e06add665698883dec4a3e,1,18.0,0.0,3,0.404386325
1098,359782,8a89be5b38f76afa6deeb419c9efd97fca86463faba234f3d798db28be3a91f6,1,19.0,79871.0,3,0.759998771
1099,359784,462b0f3ea421c13cca6494f85b0f625dba44dae33a728544680d7e2212e92d8a,3,17.0,554705.0,3,0.761601816
1100,359785,119adb34030b4e1adcf179d5d9af2ac777e958710ace1267d2ca3cdaf70851e5,1,19.0,133207.0,2,0.467678046
1101,359819,a6d01e506564ae99d2ddaa260545d9dfcd124004af63d97781a608b5c0119d61,1,12.0,1895.0,4,0.64909082
1102,359827,10a082d613a789acd3abc2648c84585e92e93d7fa20591c50a33899a9c03fe61,3,15.0,226357.0,5,0.946362749
1103,359828,76e189b30d7798738fc335d50caf71f4944a65df06e4dc6c7c869af272fb127a,2,13.0,3372311.0,5,0.189795224
1104,359831,3f96a5b349ebc2283085796d4e1f12d263a20dc545bc563d9c1a8323d9c45427,1,3.0,45914.0,4,0.976730668
1105,359837,76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,3,18.0,1770992.0,3,0.272571489
1106,359841,8ef90e01d5d39c0ce27a6b7a42bb6b7dc13c9c84eabdd0e96abe6538a05f345d,1,19.0,1621287.0,5,0.308474792
1107,359848,c1fd75c8241202e9fbe747d44851dd5ba082b5e368b1b3b5f62a13f96e460b27,3,19.0,1415448.0,3,0.478642342
1108,359849,b434f69a71b6e4ccb7e43f2a16f33d6229f8a1fa31c8793a638c76b4972af53a,1,17.0,168008.0,3,0.801274246
1109,359851,3182ab9ecb0e19b96a0a68723490c01cc46dbc1e8d8a31801c9a010b436eee89,1,12.0,324044.0,3,0.807711809
1110,359852,c62baab3b4829e0c15b13741548b58719a8c63b4b6a25b2213a688fe407cd91b,1,2.0,0.0,3,0.313507449
1111,359853,d965728f86144f30286f2eb7bcfe51d5cb2bc9c228accbdbc858136d710676a3,1,17.0,993823.0,4,0.975067172
1112,359854,54120a833a4e411f5e15fd3fbdf32e9cd66e000cd6f5ba24bc910ce5e3d46275,1,18.0,718481.0,3,0.021825182
1113,359856,ff15b20b2fb46fe8d371ee7256633ed95c1c5f6c50760694bf3f32e1385157bd,1,5.0,2563684.0,1,0.614119444
1114,359857,7844d12452c6319c9a1d6cee9d4c173d4a2b151a5c632c15b73196b84be493c9,1,3.0,96316.0,3,0.415330662
1115,359858,158f652568e23e7e4a8e1c7cbf8c8987d53f23049a1e076f0dc30a993e979382,1,13.0,1666968.0,3,0.994071704
1116,359860,e21cf7d87b2ed8a622fc4dc8f155bb8ee9efaaafae9181fa30bcff63c4c24840,3,15.0,16.0,3,0.906523322
1117,359863,fef9844c072dca4a611ca877becb3763580178b6cf3665d70619cbca56baac71,1,5.0,1836187.0,2,0.273189513
1118,359925,7224e3a067b5e90c9b2a5bdbcfe81884505ab44f0566aecd3940244d1b99d817,3,19.0,83133.0,3,0.455855375
1119,359941,24110a2ec5a36adb9dbb6540faf32719b82f3b181cc37ceab0041e2a35a2cc87,1,17.0,565453.0,4,0.305588643
1120,359945,eb128554ce8d223883c90f1aa41355051fe62bc2c15e54bd019891c21ef1b782,3,13.0,309683.0,2,0.426553277
1121,359946,362459138b8a8de4b47c910c62fc84dce8c02a34505d5555711dfdfe92dffff9,3,11.0,1551361.0,2,0.37807951
1122,359947,891aa3687ff0b73637f88ad06d51247d6dd1d64f86e61a3ebc9e2c494d77a9f8,3,17.0,84272.0,3,0.522350793
1123,359950,e2d9fc5c344f186a981b205df0279d934abbedf2e7387cde57b52c3dad1a4f26,1,19.0,47.0,4,0.62434389
1124,359954,6f0139488fc0b1cd086797f241511bf6f2e5152b590590c02d30e8dad2640006,1,4.0,1749007.0,3,0.512676239
1125,359956,5404b88d7816e32feb1f84b6b836d8dbf3e7a76705a330715613dcfd73aa54ee,1,19.0,0.0,2,0.979918773
1126,359959,5deb26d41f21535fe62ba7b458c8a1c19aa2c449c19b58e57f517d00eb27087e,1,12.0,904.0,2,0.449922203
1127,359960,5488599421ca0ce2f069e871bfe4e5269f02c69708a4743d19842a1d840960b4,1,4.0,2338.0,2,0.957417473
1128,359961,49f3128a76c44b29d9de1e3e41185cb2f091c3762501e080795c2bb2f8c49622,3,19.0,1758714.0,2,0.005803534
1129,360011,0c1e4ef4e62a760e1ec3030424c41539eea90dffd61d07adca7d06c56dbcdda0,1,19.0,0.0,3,0.045589038
1130,360015,5b833abe374782cf4a49db8e89918161c6f9c4e4ec7618752aeb592211dec4e1,1,19.0,1882869.0,8,0.346308635
1131,360018,2ba44214b6bec976dd9dab708cdc8b10103e15fd20e6d93c311305aeb4261860,1,13.0,2426554.0,6,0.196761376
1132,360029,5742b1dcfccc74572ee956591728bab60f3a931e3beb4ac17a3287c0ae2952ce,1,2.0,117776.0,5,0.469197915
